table,field,airtable_type,result_type,logic,proposed_recreation
Hotel_actuals,Included_in_YTD,formula,singleLineText,"IF( 
  AND(YEAR({Latest_actuals_date}) = YEAR({Date}), 
  OR({Acquisition_date}, {Open_date}), 
  NOT( IS_BEFORE( {Date}, IF({Acquisition_date}, {Acquisition_date}, {Open_date}) ) ), 
  NOT(IS_AFTER({Date}, {Latest_actuals_date})) ), 
  ""Yes"", 
  ""No"" 
  )",Postgres generated column or view expression
Hotel_actuals,Budget_gross_operating_profit,multipleLookupValues,currency,Hotel_budget.[Gross_operating_profit] via link [Hotel_budget_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Budget_total_operating_revenue,multipleLookupValues,currency,Hotel_budget.[Total_operating_revenue] via link [Hotel_budget_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Expense_flex,formula,percent,"IF(
  OR({Total_operating_revenue}=BLANK(),{Budget_total_operating_revenue}=BLANK(),{Gross_operating_profit}=BLANK(), {Budget_gross_operating_profit}=BLANK(),{Total_operating_revenue}-{Budget_total_operating_revenue}>=0)
  ,
  BLANK()
  ,
 1- (({Gross_operating_profit}-{Budget_gross_operating_profit})/({Total_operating_revenue}-{Budget_total_operating_revenue}))
)",Postgres generated column or view expression
Hotel_actuals,Expense_flow,formula,percent,"IF(
  OR({Total_operating_revenue}=BLANK(),{Budget_total_operating_revenue}=BLANK(),{Gross_operating_profit}=BLANK(), {Budget_gross_operating_profit}=BLANK(),{Total_operating_revenue}-{Budget_total_operating_revenue}<0)
  ,
  BLANK()
  ,
({Gross_operating_profit}-{Budget_gross_operating_profit})/({Total_operating_revenue}-{Budget_total_operating_revenue})
)",Postgres generated column or view expression
Hotel_actuals,Last_modified_by,lastModifiedBy,,,set by app / auth.uid()
Hotel_actuals,Last_modified_time,lastModifiedTime,dateTime,,updated_at timestamptz via trigger
Hotel_actuals,Monthly_debt_payment_lookup,multipleLookupValues,currency,Asset_detail.[Monthly_debt_payment] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Acquisition_date,multipleLookupValues,date,Asset_detail.[Acquired_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Open_date,multipleLookupValues,date,Asset_detail.[Open_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Acquired_date_lookup,multipleLookupValues,date,Asset_detail.[Acquired_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Management_fee_%,formula,percent,{Management_fees}/{Total_operating_revenue},Postgres generated column or view expression
Hotel_actuals,Clickup_task_id,multipleLookupValues,singleLineText,Asset_detail.[Clickup_task_id] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Flex_flow,formula,singleLineText,"IF(({Total_operating_revenue} - {PY_total_operating_revenue}) > 0,""Flow"",""Flex"")",Postgres generated column or view expression
Hotel_actuals,Flex_flow_pct,formula,percent,"IF(
  {Total_operating_revenue} - {PY_total_operating_revenue} = 0,
  BLANK(),
  IF(
    {Flex_flow} = ""Flow"",
    ({Gross_operating_profit} - {PY_gross_operating_profit}) / ({Total_operating_revenue} - {PY_total_operating_revenue}),
    1 - (({Gross_operating_profit} - {PY_gross_operating_profit}) / ({Total_operating_revenue} - {PY_total_operating_revenue}))
  )
)",Postgres generated column or view expression
Hotel_actuals,PY_total_operating_revenue,multipleLookupValues,currency,Hotel_actuals.[Total_operating_revenue] via link [PY_record],JOIN to the linked table in a view (returns array)
Hotel_actuals,PY_gross_operating_profit,multipleLookupValues,currency,Hotel_actuals.[Gross_operating_profit] via link [PY_record],JOIN to the linked table in a view (returns array)
Hotel_actuals,Occ_es,formula,percent,{Extended_stay_rooms} / {Available_rooms},Postgres generated column or view expression
Hotel_actuals,monthly_DSCR,formula,number,{EBITDA_NOI}/{Monthly_debt_payment_manual_input},Postgres generated column or view expression
Balance_sheet,Balance_sheet_id,formula,singleLineText,"{Asset_detail_link}&""_""&MONTH({Date})&""_""&YEAR({Date})",Postgres generated column or view expression
Hotel_segmentation,Hotel_segmentation_id,formula,singleLineText,"{Asset_number}&""_""&{Segment}&""_""&MONTH({Date})&""_""&YEAR({Date})",Postgres generated column or view expression
Hotel_segmentation,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_segmentation,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_segmentation,Segment,formula,singleLineText,"RIGHT({Property_segment_concat},LEN({Property_segment_concat})-FIND(""_"",{Property_segment_concat}))",Postgres generated column or view expression
Hotel_segmentation,Month,formula,number,MONTH({Date}),Postgres generated column or view expression
Hotel_segmentation,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
Hotel_CapEx_2026,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_CapEx_2026,Days_since_ticket_opened,formula,number,"IF({Ivy_Request_Date}, MAX(0, DATETIME_DIFF(TODAY(), {Ivy_Request_Date}, 'days')), BLANK())",Postgres generated column or view expression
Hotel_CapEx_2026,Reporting_category,multipleLookupValues,multipleSelects,Asset_detail.[Reporting_category] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_CapEx_2026,CapEx_request_id,formula,singleLineText,"""https://forms.fillout.com/t/ragsZYuLeeus?id="" & RECORD_ID()",Postgres generated column or view expression
Hotel_CapEx_2026,Update_request_hyperlink,button,,,UI-only — drop
Hotel_CapEx_2026,Last_modified_time,lastModifiedTime,dateTime,,updated_at timestamptz via trigger
Hotel_CapEx_2026,Renovation_plan_start,multipleLookupValues,date,Asset_detail.[Renovation_plan_start] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_CapEx_2026,Automation_required,formula,singleLineText,"IF(
  {Approved_y_n} = ""1. Requires Ownership Approval"", ""Yes"",
  IF(
    AND({Approved_y_n} = ""2. Under AM Review""), ""Yes"",
    IF(
      AND({Approved_y_n} = ""3. Denied"", DATETIME_DIFF(TODAY(), {Last_modified_time}, 'days') < 14), ""Yes"",
      IF(
        AND({Approved_y_n} = ""4. Approved"", DATETIME_DIFF(TODAY(), {Last_modified_time}, 'days') < 14), ""Yes""
      )
    )
  )
)",Postgres generated column or view expression
STR_budget,STR_budget_id,formula,singleLineText,"{Asset_number}&""_""&MONTH({Date})&""_""&YEAR({Date})",Postgres generated column or view expression
STR_budget,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_budget,Month,formula,number,MONTH({Date}),Postgres generated column or view expression
STR_budget,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
STR_budget,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_budget,STR_code,multipleLookupValues,number,Asset_detail.[STR_code] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,STR_actuals_id,formula,singleLineText,"{Asset_number}&""_""&{Month}&""_""&{Year}",Postgres generated column or view expression
STR_actuals,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,Month,formula,number,MONTH({Date}),Postgres generated column or view expression
STR_actuals,Day,formula,number,DAY({Date}),Postgres generated column or view expression
STR_actuals,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
STR_actuals,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,STR_code,multipleLookupValues,number,Asset_detail.[STR_code] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,Helper_STR_market_trend_link,formula,singleLineText,"{Market}&""_""&{Month}&""_""&{Year}",Postgres generated column or view expression
STR_actuals,Market_occupancy_TTM,multipleLookupValues,percent,STR_market_trend.[Occupancy_TTM] via link [STR_market_trend_link],JOIN to the linked table in a view (returns array)
STR_actuals,Market_ADR_TTM,multipleLookupValues,currency,STR_market_trend.[ADR_TTM] via link [STR_market_trend_link],JOIN to the linked table in a view (returns array)
STR_actuals,Market_RevPAR_TTM,multipleLookupValues,currency,STR_market_trend.[RevPar_TTM] via link [STR_market_trend_link],JOIN to the linked table in a view (returns array)
STR_actuals,Market_supply_TTM,multipleLookupValues,number,STR_market_trend.[Supply_TTM] via link [STR_market_trend_link],JOIN to the linked table in a view (returns array)
STR_actuals,Market_demand_TTM,multipleLookupValues,number,STR_market_trend.[Demand_TTM] via link [STR_market_trend_link],JOIN to the linked table in a view (returns array)
STR_actuals,Market_revenue_TTM,multipleLookupValues,currency,STR_market_trend.[Revenue_TTM] via link [STR_market_trend_link],JOIN to the linked table in a view (returns array)
STR_actuals,Days_in_month,formula,number,DAY({Date}),Postgres generated column or view expression
STR_actuals,Comp_set_room_count,multipleLookupValues,number,Asset_detail.[Comp_set_room_count] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,My_property_room_count,multipleLookupValues,number,Asset_detail.[Room_count] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,Comp_set_revenue,formula,currency,({Occupancy_comp_set})*{Comp_set_room_count}*{ADR_comp_set}*{Days_in_month},Postgres generated column or view expression
STR_actuals,My_property_revenue,formula,currency,({Occupancy_my_property})*{My_property_room_count}*{ADR_my_property}*{Days_in_month},Postgres generated column or view expression
STR_actuals,Market_revenue,formula,currency,{Comp_set_revenue}+{My_property_revenue},Postgres generated column or view expression
STR_actuals,My_property_market_share,formula,percent,{My_property_revenue}/{Market_revenue},Postgres generated column or view expression
STR_actuals,Hotel_franchise,multipleLookupValues,multipleRecordLinks,Asset_detail.[Hotel_franchise] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,Hotel_brand,multipleLookupValues,singleSelect,Asset_detail.[Hotel_brand] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,Investment_status,multipleLookupValues,singleSelect,Asset_detail.[Investment_status] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,City,multipleLookupValues,singleSelect,Asset_detail.[City] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,Market,multipleLookupValues,singleSelect,Asset_detail.[Market] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,Last_updated,lastModifiedTime,dateTime,,updated_at timestamptz via trigger
STR_actuals,Market_occupancy_TTM_%_chg,multipleLookupValues,percent,STR_market_trend.[Occupancy_TTM_%_chg] via link [STR_market_trend_link],JOIN to the linked table in a view (returns array)
STR_actuals,Market_ADR_TTM_%_chg,multipleLookupValues,percent,STR_market_trend.[ADR_TTM_%_chg] via link [STR_market_trend_link],JOIN to the linked table in a view (returns array)
STR_actuals,Market_RevPAR_TTM_%_chg,multipleLookupValues,percent,STR_market_trend.[RevPAR_TTM_%_chg] via link [STR_market_trend_link],JOIN to the linked table in a view (returns array)
STR_actuals,Health_trend_str,formula,singleLineText,"IF(
  OR(
    {RevPAR_my_property_%_chg} = BLANK(),
    {RevPAR_index_rgi_%_chg} = BLANK()
  ),
  BLANK(),
  IF(
    AND({RevPAR_my_property_%_chg} > 0, {RevPAR_index_rgi_%_chg} > 0),
    ""4. Healthy"",
    IF(
      AND({RevPAR_my_property_%_chg} > 0, {RevPAR_index_rgi_%_chg} < 0),
      ""3. Momentum"",
      IF(
        AND({RevPAR_my_property_%_chg} < 0, {RevPAR_index_rgi_%_chg} > 0),
        ""2. Defensive"",
        IF(
          AND({RevPAR_my_property_%_chg} < 0, {RevPAR_index_rgi_%_chg} < 0),
          ""1. Underperforming"",
          BLANK()
        )
      )
    )
  )
)",Postgres generated column or view expression
STR_actuals,Latest_str_actuals_date,multipleLookupValues,date,Asset_detail.[Latest_str_actuals_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,Latest_str_actuals_day,formula,singleLineText,"IF( {Date} = {Latest_str_actuals_date},""Yes"", BLANK() )",Postgres generated column or view expression
STR_actuals,Acquisition_date,multipleLookupValues,date,Asset_detail.[Acquired_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,Open_date,multipleLookupValues,date,Asset_detail.[Open_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_actuals,Included_in_TTM,formula,singleLineText,"IF(
  AND(
    OR({Acquisition_date}, {Open_date}),

    DATETIME_DIFF({Latest_str_actuals_date}, {Date}, 'months') >= 0,
    DATETIME_DIFF({Latest_str_actuals_date}, {Date}, 'months') <= 11,

    DATETIME_DIFF(
      {Date},
      IF({Acquisition_date}, {Acquisition_date}, {Open_date}),
      'months'
    ) >= 0
  ),
  ""Yes"",""No""
)",Postgres generated column or view expression
STR_weekly_data,STR_weekly_data_id,formula,singleLineText,"{Asset_number}&""_""&{Month}&""_""&{Day}&""_""&{Year}",Postgres generated column or view expression
STR_weekly_data,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_weekly_data,Month,formula,number,MONTH({End_date}),Postgres generated column or view expression
STR_weekly_data,Day,formula,number,DAY({End_date}),Postgres generated column or view expression
STR_weekly_data,Day_of_week,formula,singleLineText,"DATETIME_FORMAT({End_date},""dddd"")",Postgres generated column or view expression
STR_weekly_data,Year,formula,number,YEAR({End_date}),Postgres generated column or view expression
STR_weekly_data,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_weekly_data,STR_code,multipleLookupValues,number,Asset_detail.[STR_code] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_weekly_data,Investment_status,multipleLookupValues,singleSelect,Asset_detail.[Investment_status] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_weekly_data,Last_updated,lastModifiedTime,dateTime,,updated_at timestamptz via trigger
STR_weekly_data,Budgeted_strategy,multipleLookupValues,multipleSelects,Asset_detail.[Budgeted_strategy] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_weekly_data,Budget_RevPAR_rank,multipleLookupValues,number,STR_budget.[RevPAR_rank] via link [STR_budget_link],JOIN to the linked table in a view (returns array)
STR_weekly_data,Budget_ADR_rank,multipleLookupValues,number,STR_budget.[ADR_rank] via link [STR_budget_link],JOIN to the linked table in a view (returns array)
STR_weekly_data,Budget_occupancy_rank,multipleLookupValues,number,STR_budget.[Occupancy_rank] via link [STR_budget_link],JOIN to the linked table in a view (returns array)
STR_weekly_data,STR_weekly_performance,formula,singleLineText,"IF(
  OR(
    {RevPAR_index_rgi} = BLANK(),
    {RevPAR_index_rgi_%_chg} = BLANK()
  ),
  BLANK(),
  IF(
    AND({RevPAR_index_rgi} > 100, {RevPAR_index_rgi_%_chg} > 0),
    ""4. Ahead and Gaining"",
    IF(
      AND({RevPAR_index_rgi}> 100, {RevPAR_index_rgi_%_chg} < 0),
      ""3. Ahead and Losing"",
      IF(
        AND({RevPAR_index_rgi} < 100, {RevPAR_index_rgi_%_chg} > 0),
        ""2. Behind and Gaining"",
        IF(
          AND({RevPAR_index_rgi} < 100, {RevPAR_index_rgi_%_chg} < 0),
          ""1. Behind and Losing"",
          BLANK()
        )
      )
    )
  )
)",Postgres generated column or view expression
STR_weekly_data,Latest_STR_weekly_trend_date,multipleLookupValues,date,Asset_detail.[Latest_STR_weekly_trend_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_weekly_data,Latest_STR_weekly_trend,formula,singleLineText,"IF( {End_date} = {Latest_STR_weekly_trend_date},""Yes"", BLANK() )",Postgres generated column or view expression
STR_weekly_data,Clickup_task_id,multipleLookupValues,singleLineText,Asset_detail.[Clickup_task_id] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_daily_data,STR_daily_data_id,formula,singleLineText,"{Asset_number}&""_""&DATETIME_FORMAT({Date},'MM_DD_YYYY')",Postgres generated column or view expression
STR_daily_data,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_daily_data,Month,formula,singleLineText,"DATETIME_FORMAT({Date},'M')",Postgres generated column or view expression
STR_daily_data,Day,formula,number,DAY({Date}),Postgres generated column or view expression
STR_daily_data,Day_of_week,formula,singleLineText,"DATETIME_FORMAT({Date},'dddd')",Postgres generated column or view expression
STR_daily_data,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
STR_daily_data,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_daily_data,STR_code,multipleLookupValues,number,Asset_detail.[STR_code] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_daily_data,City,multipleLookupValues,singleSelect,Asset_detail.[City] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_daily_data,Market,multipleLookupValues,singleSelect,Asset_detail.[Market] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_daily_data,Hotel_brand,multipleLookupValues,singleSelect,Asset_detail.[Hotel_brand] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_28_day_trend,STR_weekly_data_id,formula,singleLineText,"{Asset_number}&""_""&{Month}&""_""&{Day}&""_""&{Year}",Postgres generated column or view expression
STR_28_day_trend,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_28_day_trend,Month,formula,number,MONTH({End_date}),Postgres generated column or view expression
STR_28_day_trend,Day,formula,number,DAY({End_date}),Postgres generated column or view expression
STR_28_day_trend,Day_of_week,formula,singleLineText,"DATETIME_FORMAT({End_date},""dddd"")",Postgres generated column or view expression
STR_28_day_trend,Year,formula,number,YEAR({End_date}),Postgres generated column or view expression
STR_28_day_trend,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_28_day_trend,STR_code,multipleLookupValues,number,Asset_detail.[STR_code] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_28_day_trend,Latest_28_day_trend,formula,number,MAX({End_date}),Postgres generated column or view expression
STR_28_day_trend,Investment_status,multipleLookupValues,singleSelect,Asset_detail.[Investment_status] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_28_day_trend,Last_updated,lastModifiedTime,dateTime,,updated_at timestamptz via trigger
STR_28_day_trend,Budgeted_strategy,multipleLookupValues,multipleSelects,Asset_detail.[Budgeted_strategy] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_28_day_trend,Budget_RevPAR_rank,multipleLookupValues,number,STR_budget.[RevPAR_rank] via link [STR_budget_link],JOIN to the linked table in a view (returns array)
STR_28_day_trend,Budget_ADR_rank,multipleLookupValues,number,STR_budget.[ADR_rank] via link [STR_budget_link],JOIN to the linked table in a view (returns array)
STR_28_day_trend,Budget_occupancy_rank,multipleLookupValues,number,STR_budget.[Occupancy_rank] via link [STR_budget_link],JOIN to the linked table in a view (returns array)
STR_28_day_trend,STR_28_day_performance,formula,singleLineText,"IF(
  OR(
    {RevPAR_index_rgi} = BLANK(),
    {RevPAR_index_rgi_%_chg} = BLANK()
  ),
  BLANK(),
  IF(
    AND({RevPAR_index_rgi} > 100, {RevPAR_index_rgi_%_chg} >= 0),
    ""4. Ahead and Gaining"",
    IF(
      AND({RevPAR_index_rgi} > 100, {RevPAR_index_rgi_%_chg} <= 0),
      ""3. Ahead and Losing"",
      IF(
        AND({RevPAR_index_rgi} < 100, {RevPAR_index_rgi_%_chg} >= 0),
        ""2. Behind and Gaining"",
        IF(
          AND({RevPAR_index_rgi} < 100, {RevPAR_index_rgi_%_chg} <= 0),
          ""1. Behind and Losing"",
          BLANK()
        )
      )
    )
  )
)",Postgres generated column or view expression
STR_28_day_trend,Latest_STR_28_day_trend_date,multipleLookupValues,date,Asset_detail.[Latest_STR_28_day_trend_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_28_day_trend,Latest_STR_28_day,formula,singleLineText,"IF( {End_date} = {Latest_STR_28_day_trend_date},""Yes"", BLANK() )",Postgres generated column or view expression
STR_28_day_trend,1_week_prior_week,formula,singleLineText,"{Asset_number} & ""_"" & DATETIME_FORMAT(DATEADD({End_date}, -7, 'days'), 'M_D_YYYY')",Postgres generated column or view expression
STR_28_day_trend,2_week_prior_key,formula,singleLineText,"{Asset_number} & ""_"" & DATETIME_FORMAT(DATEADD({End_date}, -14, 'days'), 'M_D_YYYY')",Postgres generated column or view expression
STR_28_day_trend,3_week_prior_key,formula,singleLineText,"{Asset_number} & ""_"" & DATETIME_FORMAT(DATEADD({End_date}, -21, 'days'), 'M_D_YYYY')",Postgres generated column or view expression
STR_28_day_trend,4_week_prior_key,formula,singleLineText,"{Asset_number} & ""_"" & DATETIME_FORMAT(DATEADD({End_date}, -28, 'days'), 'M_D_YYYY')",Postgres generated column or view expression
STR_28_day_trend,Prior_bucket_1,multipleLookupValues,singleLineText,STR_28_day_trend.[STR_28_day_performance] via link [1_week_prior],JOIN to the linked table in a view (returns array)
STR_28_day_trend,Prior_bucket_2,multipleLookupValues,singleLineText,STR_28_day_trend.[STR_28_day_performance] via link [2_week_prior],JOIN to the linked table in a view (returns array)
STR_28_day_trend,Prior_bucket_3,multipleLookupValues,singleLineText,STR_28_day_trend.[STR_28_day_performance] via link [3_week_prior],JOIN to the linked table in a view (returns array)
STR_28_day_trend,Prior_bucket_4,multipleLookupValues,singleLineText,STR_28_day_trend.[STR_28_day_performance] via link [4_week_prior],JOIN to the linked table in a view (returns array)
STR_28_day_trend,Streak_28_day,formula,singleLineText,"IF(
  {Latest_STR_28_day} = ""Yes"",
  IF(
    {STR_28_day_performance} = BLANK(),
    """",
    IF(
      AND({STR_28_day_performance}={Prior_bucket_1}, {STR_28_day_performance}={Prior_bucket_2}, {STR_28_day_performance}={Prior_bucket_3}, {STR_28_day_performance}={Prior_bucket_4}),
      ""4+ weeks"",
      IF(
        AND({STR_28_day_performance}={Prior_bucket_1}, {STR_28_day_performance}={Prior_bucket_2}, {STR_28_day_performance}={Prior_bucket_3}),
        ""4 weeks"",
        IF(
          AND({STR_28_day_performance}={Prior_bucket_1}, {STR_28_day_performance}={Prior_bucket_2}),
          ""3 weeks"",
          IF(
            {STR_28_day_performance}={Prior_bucket_1},
            ""2 weeks"",
            ""1 week""
          )
        )
      )
    )
  ),
  """"
)",Postgres generated column or view expression
STR_market_trend,STR_market_trend_id,formula,singleLineText,"{Market}&""_""&{Month}&""_""&{Year}",Postgres generated column or view expression
STR_market_trend,Month,formula,number,MONTH({Date}),Postgres generated column or view expression
STR_market_trend,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
STR_comp_set,STR_comp_set_id,formula,singleLineText,"{Asset_detail_link}&""_""&{Subject_property_STR_code}&IF({Subject_property_STR_code}={STR_code},""_subject"","""")
",Postgres generated column or view expression
STR_comp_set,Subject_property_STR_code,multipleLookupValues,number,Asset_detail.[STR_code] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_comp_set,Comp_set_room_count,multipleLookupValues,number,Asset_detail.[Comp_set_room_count] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_comp_set,Subject_property_room_count,multipleLookupValues,number,Asset_detail.[Room_count] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_comp_set,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_comp_set,Subject_property_city,multipleLookupValues,singleSelect,Asset_detail.[City] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_comp_set,Rooms_percent_of_market,formula,percent,{Subject_property_room_count}/({Comp_set_room_count}+{Subject_property_room_count}),Postgres generated column or view expression
STR_comp_set,Subject_last_renovation_year,multipleLookupValues,number,Asset_detail.[Last_renovation_year] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
STR_comp_set,lmt,lastModifiedTime,dateTime,,updated_at timestamptz via trigger
STR_comp_set,Subject_property,formula,singleLineText,"IF({Subject_property_STR_code} = {STR_code},""Yes"",""No"")",Postgres generated column or view expression
Hotel_onthebooks,Hotel_onthebooks_id,formula,singleLineText,"{Asset_detail}&""_""&MONTH({Date})&""_""&YEAR({Date})&""_""&DAY({Upload Date})&""_""&MONTH({Upload Date})",Postgres generated column or view expression
Hotel_onthebooks,Month,formula,number,MONTH({Date}),Postgres generated column or view expression
Hotel_onthebooks,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
Hotel_onthebooks,Asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail],JOIN to the linked table in a view (returns array)
Full_hotel_comp_landscape,Full_hotel_comp_landscape_id,formula,singleLineText,"{Asset_number}&""_""&{STR_code}",Postgres generated column or view expression
Full_hotel_comp_landscape,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Full_hotel_comp_landscape,Subject_property_STR_code,multipleLookupValues,number,Asset_detail.[STR_code] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Full_hotel_comp_landscape,Age,formula,number,"DATETIME_DIFF(TODAY(),{Open_date},'years')",Postgres generated column or view expression
Full_hotel_comp_landscape,Subject_internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Full_hotel_comp_landscape,Subject_city,multipleLookupValues,singleSelect,Asset_detail.[City] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Full_hotel_comp_landscape,Subject_state,multipleLookupValues,singleSelect,Asset_detail.[State] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Full_hotel_comp_landscape,Target_property,formula,singleLineText,"IF({Subject_property_STR_code}={STR_code},""Yes"",""No"")",Postgres generated column or view expression
Full_hotel_comp_landscape,Autonumber,autoNumber,,,bigserial / row_number() — usually drop
Hotel_brand_metrics,Witness_active_portfolio_properties,rollup,number,Asset_detail.[Asset_detail_id] via link [Asset_detail_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Hotel_brand_metrics,Witness_active_construction_portfolio_properties,rollup,number,Asset_detail.[Asset_detail_id] via link [Asset_detail_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Hotel_brand_metrics,Total_room_count_Witness_active_portfolio,rollup,number,Asset_detail.[Room_count] via link [Asset_detail_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Hotel_brand_metrics,Total_development_room_count,rollup,number,Asset_detail.[Room_count] via link [Asset_detail_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Hotel_brand_metrics,Asset_number_Witness_active_portfolio,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_brand_metrics,Created_time,createdTime,dateTime,,created_at timestamptz default now()
Hotel_brand_metrics,Witness_active_portfolio_valuation,rollup,currency,Asset_detail.[Latest_valuation_balance] via link [Asset_detail_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Lenders,Lead_contact,multipleLookupValues,singleSelect,Loan_summary_data.[Lead_contact] via link [Loan_summary_data_link],JOIN to the linked table in a view (returns array)
Lenders,Total_debt_balance,rollup,currency,Loan_summary_data.[Latest_debt_balance] via link [Loan_summary_data_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
